"Co","Whse","ItemCode","ItemDescription","DisplayDescription","CommodityCode","CommodityClass","ItemCode","OHQty","AllocQty","AvailQty","WAC","ExtWAC","Loc1","Loc2","Loc3","Manufacturer","MfrPartNumber"
"  001","01ALC","FC96828TC1I09","PIC FW7500 4-PT OC-48 MUXPONDE","","NETWORK","PIC","|FC96828TC1I09",2.0000,.0000,2.0000,3139.250000,6278.50,"1","","","FUJITSU","FC96828TC1"
"  001","01ALC","3001508908REVA","CARD DEXCS1 HDD MEM","","NETWORK","PIC","|3001508908REVA",4.0000,.0000,4.0000,2856.718000,11426.87,"1","","","TELMAR","300-1508-908"
"  001","01ALC","FB016958A-RF","CARD GTD-5 NETWORK CLOCK UNIT","","NETWORK","CARD","|FB016958A-RF",177.0000,.0000,177.0000,2400.000000,424800.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","FB016958A"
"  001","01ALC","FB016581A-RF","CARD GTD-5 M386","","NETWORK","CARD","|FB016581A-RF",1.0000,.0000,1.0000,2595.080000,2595.08,"1","","","ALCATEL-LUCENT NORTH AMERICA","FB016581A"
"  001","01ALC","FB0165811A-RF","CARD GTD-5 M386 PROCESSOR","","NETWORK","CARD","|FB0165811A-RF",20.0000,.0000,20.0000,3896.134000,77922.68,"1","","","ALCATEL-LUCENT NORTH AMERICA","FB0165811A"
"  001","01ALC","FB16305AI01-RF","CARD GTD-5 PS LEFT CD","","NETWORK","CARD","|FB16305AI01-RF",6.0000,.0000,6.0000,2572.125000,15432.75,"1","","","ALCATEL-LUCENT NORTH AMERICA","FB16305AI01"
"  001","01ALC","0110-0241-1D-RF","CARD ACCESSMAX PON (REV. 1D ON","","NETWORK","PIC","|0110-0241-1D-RF",14.0000,.0000,14.0000,2497.482143,34964.75,"1","","","TELLABS","0110-0241"
"  001","01ALC","0470-0009-RF","AMPLIFIER EDFA 6 X 22 DBM OUTP","","NETWORK","SHELF","|0470-0009-RF",1.0000,.0000,1.0000,37500.000000,37500.00,"1","","","TELLABS","0470-0009"
"  001","01ALC","1442120G1","SFP 1490TX/1310RX 20KM","","NETWORK","OPTIC","|1442120G1",1.0000,.0000,1.0000,126.430000,126.43,"           1","","","ADTRAN","1442120G1"
"  001","01ALC","1442706PG3","SFP OC3-48 1G CWDM 1511 80K MF","","NETWORK","OPTIC","|1442706PG3",1.0000,.0000,1.0000,660.000000,660.00,"           1","","","ADTRAN","1442706PG3"
"  001","01ALC","3001508907-RF","CARD DEXCS1 OPTICAL MEM","","NETWORK","CARD","|3001508907-RF",3.0000,.0000,3.0000,2856.718333,8570.15,"1","","","ALCATEL-LUCENT NORTH AMERICA","300-1508-907"
"  001","01ALC","8271423MR5REVE","PIC 40G TRSPDR MX PRNCD MFD","","NETWORK","PIC","|8271423MR5REVE",1.0000,.0000,1.0000,17118.010000,17118.01,"1","","","TELLABS","82.71423M-R5"
"  001","01ALC","FB-26720-A-RF","CARD DP1GZ DISK SUBSYS 1GIG/PW","","NETWORK","CARD","|FB-26720-A-RF",1.0000,.0000,1.0000,6600.000000,6600.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","FB-26720-A"
"  001","01ALC","FB0163051A-RF","POWER SUPPLY GTD-5 PS5L","","NETWORK","POWER","|FB0163051A-RF",3.0000,.0000,3.0000,5994.000000,17982.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","FB0163051A"
"  001","01ALC","FB026751A-RF","POWER SUPPLY AND HARD DISK 300","","NETWORK","POWER","|FB026751A-RF",3.0000,.0000,3.0000,9540.416667,28621.25,"1","","","ALCATEL-LUCENT NORTH AMERICA","FB026751A"
"  001","01ALC","FB027011A-RF","CARD TGMCP OPERATIONS GATEWAY","","NETWORK","CARD","|FB027011A-RF",5.0000,.0000,5.0000,3000.000000,15000.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","109816199"
"  001","01ALC","FB0270131A-RF","CARD GTD-5 CPPS OPERATIONS GAT","","NETWORK","CARD","|FB0270131A-RF",20.0000,.0000,20.0000,4800.000000,96000.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","109817635"
"  001","01ALC","FB0270461A-RF","CARD CPU GTD5 CHPH","","NETWORK","CARD","|FB0270461A-RF",3.0000,.0000,3.0000,17000.000000,51000.00,"1","","","ALCATEL-LUCENT NORTH AMERICA","109786483"
"  001","01ALC","FB027141A-RF","HARDDRIVE OPERATIONS GATEWAY H","","NETWORK","DISK DRIVE","|FB027141A-RF",2.0000,.0000,2.0000,10491.685000,20983.37,"1","","","ALCATEL-LUCENT NORTH AMERICA","FB027141A"
"  001","01ALC","FC9565W8C1","CARD 88-CH 8D-ROADM (WMP5-W8C1","","NETWORK","CARD","|FC9565W8C1",1.0000,.0000,1.0000,1300.000000,1300.00,"1","","","FUJITSU","FC9565W8C1"
"  001","01ALC","FC9570B50D","REFURB SFP GE CWDM 1551NM  MFD","","NETWORK","PIC","|FC9570B50D",10.0000,.0000,10.0000,824.500000,8245.00,"1","","","FUJITSU","FC9570B50D"
"  001","01ALC","FC95700090","SFP OC-48 IR-1","","NETWORK","OPTIC","|FC95700090",1.0000,.0000,1.0000,150.000000,150.00,"1","","","FUJITSU","FC95700090"
"  001","01ALC","FC9580C2C2","CARD OC-12 INTFC FW4500 C/T FC","","NETWORK","CARD","|FC9580C2C2",1.0000,.0000,1.0000,425.000000,425.00,"1","","","FUJITSU","FC9580C2C2"
"  001","01ALC","FC9580VF21I02","PIC 20G VT SW FABRIC FW4500","","NETWORK","CARD","|FC9580VF21I02",1.0000,.0000,1.0000,3130.000000,3130.00,"1","","","FUJITSU","FC9580VF21I02"
"  001","01ALC","FC9682LAM5","PIC FW LAMBDA ACCESS UNIT","","NETWORK","CARD","|FC9682LAM5",22.0000,.0000,22.0000,162.727272,3580.00,"1","","","FUJITSU","FC9682LAM5I04"
"  001","01ALC","FC9682QMC1I05","PIC 40G MUXPONDER UNIT","","NETWORK","PIC","|FC9682QMC1I05",2.0000,.0000,2.0000,2412.500000,4825.00,"1","","","FUJITSU","FC9682QMC1"
"  001","01ALC","FC9682RDC1","ROADM WSS SWITCH FABRIC FW7500","","NETWORK","PIC","|FC9682RDC1",1.0000,.0000,1.0000,3750.000000,3750.00,"1","","","FUJITSU","FC9682RDC1"
"  001","01ALC","FC9682SHP3I07","REFURB CARD NEM I04-I07 FW7500","","NETWORK","PIC","|FC9682SHP3I07",2.0000,.0000,2.0000,339.595000,679.19,"1","","","FUJITSU","FC9682SHP3"
"  001","01ALC","FC9682SMC1-RF","CARD 10G 8XOC-N/GE TO OTN MUXP","","NETWORK","CARD","|FC9682SMC1-RF",7.0000,.0000,7.0000,6076.964286,42538.75,"1","","","FUJITSU","FC9682SMC1"
"  001","01ALC","FC9682U5C2","PIC TRANSPONDER 10G UNIVERSAL","","NETWORK","PIC","|FC9682U5C2",2.0000,.0000,2.0000,6700.000000,13400.00,"1","","","FUJITSU","FC9682U5C2"
"  001","01ALC","NTCA06FP-RF","TRANSCEIVER OPTERA DX OPT","","NETWORK","TRANSCEIVER","|NTCA06FP-RF",2.0000,.0000,2.0000,2400.000000,4800.00,"1","","","NORTEL","NTCA06FP"
"  001","01ALC","NTCA06FPS11","PIC OPTERA DX OPT TRCVR NTCA06","","NETWORK","PIC","|NTCA06FPS11",1.0000,.0000,1.0000,2400.000000,2400.00,"1","","","NORTEL","NTCA06FP"
"  001","01ALC","NTLX44AA-RF","CARD MG-4000 MEDIA GATEWAY 400","","NETWORK","CARD","|NTLX44AA-RF",1.0000,.0000,1.0000,18750.000000,18750.00,"1","","","NORTEL","NTLX44AA"
"  001","01ALC","NT1X55FA-RF","CARD SCSI DDU MFD","","NETWORK","PIC","|NT1X55FA-RF",1.0000,.0000,1.0000,4700.000000,4700.00,"1","","","NORTEL","NT1X55FA"
"  001","01ALC","NT7E27DA-S06-RF","CARD FDN600 ESI","","NETWORK","PIC","|NT7E27DA-S06-RF",1.0000,.0000,1.0000,150.000000,150.00,"1","","","NORTEL","NT7E27DA"
"  001","01ALC","NT7E33CA-RF","CARD INTERFACE OC12 STS","","NETWORK","CARD","|NT7E33CA-RF",2.0000,.0000,2.0000,102.835000,205.67,"1","","","NORTEL","NT7E33CA"
"  001","01ALC","NT8E01PDS01-RF","PIC OCI48 RING TRMT FDN2400 MF","","NETWORK","PIC","|NT8E01PDS01-RF",3.0000,.0000,3.0000,2366.403333,7099.21,"1","","","NORTEL","NT8E01PD"
"  001","01ALC","NT8E01PX-RF","CARD OC-48 TRANSMITTER FDN2400","","NETWORK","PIC","|NT8E01PX-RF",1.0000,.0000,1.0000,2250.000000,2250.00,"1","","","NORTEL","NT8E01PX"
"  001","01ALC","011002401C","PIC PON CH UN 622MBPS HDND","","NETWORK","PIC","|011002401C",40.0000,.0000,40.0000,284.097500,11363.90,"1","","","TELLABS","0110-0240-1C"
"  001","01ALC","0120-0162-RF","CARD GBE222 UPLINK/TRANSPORT U","","NETWORK","PIC","|0120-0162-RF",17.0000,.0000,17.0000,3510.134514,59672.29,"1","","","TELLABS","0120-0162"
"  001","01ALC","0410-0448-RF","SFP GIGE SR MFD","","NETWORK","PIC","|0410-0448-RF",10.0000,.0000,10.0000,141.575000,1415.75,"1","","","TELLABS","0410-0448"
"  001","01ALC","04700091A","PIC MAXLINK VIDEO OPT AMP","","NETWORK","PIC","|04700091A",10.0000,.0000,10.0000,37500.000000,375000.00,"1","","","TELLABS","0470-0009-1A"
"  001","01ALC","090-42110-01-RF","CARD DCD GPS TMG RCVR MFD","","NETWORK","PIC","|090-42110-01-RF",1.0000,.0000,1.0000,5630.000000,5630.00,"WHSE","","","SYMMETRICOM","090-42110-01"
